2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0044,0.0039,9.8013'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.007,-0.0009,9.8033'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.167,0.0423,-0.433'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8563,-4.3916,41.4309'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0012,-0.0116,9.8232'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.8977,0.0121,-0.3384'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.7558,-4.3429,39.1987'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.004,-0.0013,9.7836'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1768,-0.1684,-0.7489'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9142,-5.9216,40.7168'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0117,-0.0055,9.814'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4895,0.1382,0.0378'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5287,-4.6073,38.8416'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0078,-0.0038,9.8069'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0989,0.6398,-0.7073'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4145,-5.5341,38.1945'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0103,-0.0015,9.8026'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4336,0.4558,0.3406'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2381,-3.9299,39.5523'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0072,0.0011,9.8033'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7627,0.5528,0.0011'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.372,-4.4026,39.4459'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0085,-0.0025,9.8261'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1072,-0.655,0.5646'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8127,-5.3186,40.0124'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0045,0.0108,9.7964'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2185,0.0355,0.6738'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6319,-3.6164,42.5437'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0035,0.0103,9.8031'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3295,-0.8278,0.665'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1863,-5.2305,37.7015'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0055,-0.0057,9.8229'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4428,0.1015,-0.8908'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.1938,-4.1474,41.0371'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.003,0.0059,9.8128'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0916,-0.1901,-0.8558'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.553,-5.8742,40.6121'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0014,0.0098,9.8039'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3995,0.0021,0.5392'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4479,-5.7164,40.6959'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0006,-0.0014,9.7947'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0566,-1.0092,-0.1061'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6219,-5.6521,38.3682'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0091,-0.0037,9.8038'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1586,0.436,0.8689'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8126,-5.3877,41.893'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0052,0.0104,9.82'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3809,0.3043,0.4013'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8633,-5.634,39.3542'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0073,0.0012,9.8104'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3385,0.3117,-0.4153'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.8997,-5.0533,38.9407'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0141,-0.003,9.8082'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2207,-0.4594,0.4077'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5052,-7.5403,38.1031'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0002,-0.0014,9.813'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0653,-0.7285,-0.9154'
2026-06-03 15:00:53 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.0456,-7.43,38.5605'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.003,0.0137,9.8196'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3389,-0.117,0.8661'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.8443,-4.5309,39.903'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0073,0.0072,9.8108'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1993,-0.3876,0.8041'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5332,-5.3669,39.7001'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0043,0.0005,9.8213'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.8086,0.3402,-1.0278'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4246,-4.0421,38.8058'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0006,0.0037,9.8141'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3079,-0.9173,0.3505'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5412,-6.0329,39.6132'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0078,0.0124,9.8127'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3587,-0.2643,-0.6216'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2428,-6.0533,40.6194'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0036,0.0046,9.8087'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.116,-0.8653,-0.4888'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7157,-4.1796,40.5268'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.007,0.0088,9.8201'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.435,-0.0164,-0.1842'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.8051,-2.2807,40.7384'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0113,0.0106,9.8148'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3843,-0.2128,0.4355'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1966,-7.3803,39.0906'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0121,0.0086,9.8173'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2476,1.0508,0.0949'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5916,-5.6512,40.7721'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0012,0.003,9.8161'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4244,0.3165,0.9215'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5699,-5.0585,40.4094'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.013,0.0054,9.8072'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1796,-0.8642,0.202'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3014,-6.9453,39.6008'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0077,0.0123,9.8059'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3125,-0.4059,0.3534'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.9583,-4.884,39.4091'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0087,0.0051,9.81'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3972,0.9759,-0.3427'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.5046,-5.576,39.5285'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0095,0.0047,9.8178'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7086,0.0561,-0.2317'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8148,-7.7635,40.3526'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.014,0.016,9.8205'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3255,-0.627,-0.2965'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9335,-6.3271,41.48'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0031,0.0017,9.823'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2355,-0.4737,0.15'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.553,-4.0208,41.5252'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0019,0.0098,9.8086'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3124,0.0664,-0.4426'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '22.3472,-5.5498,39.3563'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0091,0.0041,9.8184'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.8998,-0.0406,-0.2495'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1697,-3.896,40.3077'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0098,0.0028,9.8071'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4836,-0.2266,0.0334'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3306,-5.9836,38.4817'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0073,0.0104,9.8122'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2506,0.1505,0.4483'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2444,-4.6233,40.6211'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0156,0.004,9.8205'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3937,-0.8087,-0.2105'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8494,-6.1721,40.0532'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0058,0.0009,9.806'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6185,0.3918,-0.0574'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.7116,-4.4553,38.6762'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0125,0.0032,9.7989'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3661,0.9231,0.3081'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0323,-5.073,40.5917'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0145,0.0076,9.7991'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0565,0.0347,0.1669'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.9281,-4.7538,39.5914'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0145,0.0046,9.7992'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.089,-0.9461,0.7101'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9748,-5.3758,40.1402'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0127,0.0034,9.8036'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4026,0.9644,-0.1046'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.7989,-5.4451,39.9518'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0085,0.0104,9.8084'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3771,0.075,0.5956'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5674,-5.5843,39.51'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0177,0.0081,9.7983'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5176,-0.0192,0.4227'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4191,-5.5154,40.3716'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0023,0.0039,9.8047'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2184,0.2506,-0.2302'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2492,-4.4691,39.5627'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.015,0.0039,9.7969'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5718,0.0159,0.0915'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.0232,-4.9404,39.9988'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0145,0.0071,9.8058'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1918,-0.8104,-0.8197'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3424,-5.564,39.0609'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.014,-0.0012,9.8098'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4798,-0.4439,-0.1703'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.226,-4.6583,39.7558'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0107,0.0045,9.8231'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4763,-0.4421,0.5047'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9143,-4.2573,37.5917'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0062,0.017,9.8154'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '1.0737,-0.0923,-0.4514'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5403,-6.4506,39.6924'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0029,0.0136,9.8221'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1684,0.3059,0.1034'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '22.5004,-5.6656,40.1002'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0153,0.0035,9.7992'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2739,-0.2812,0.395'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3723,-5.3107,39.9007'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0093,0.0072,9.8063'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7139,-0.0824,0.4658'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9772,-4.0453,39.7665'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0144,0.0077,9.8134'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2659,0.2613,1.3117'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.058,-5.8744,39.7888'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.015,0.0051,9.8053'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2408,-0.5193,-0.7488'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6413,-5.2783,40.5789'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0126,0.0107,9.8068'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.681,0.2512,-0.7541'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3959,-5.6474,39.6502'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0129,0.0042,9.7975'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.8799,0.2253,-0.0665'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1494,-4.2825,41.3057'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0099,-0.0005,9.8229'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2331,1.1903,1.1455'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.1421,-5.2422,40.0027'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0093,0.0029,9.828'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.032,0.1475,0.5505'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2677,-3.9431,42.016'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0201,0.0034,9.813'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-1.2981,0.9417,0.1434'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4369,-4.9649,38.9687'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.022,0.005,9.8076'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4061,-0.1049,0.382'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7267,-5.0103,39.3031'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0147,-0.0036,9.7963'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.277,-0.4282,0.381'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.7222,-4.0788,40.2275'
2026-06-03 15:00:54 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0153,0.006,9.7983'
