2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676225 x=-0.000 y=0.013 z=9.813
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676481 x=20.874 y=-4.624 z=39.722
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676483 x=0.007 y=0.001 z=9.812
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676485 x=-0.113 y=0.173 z=0.523
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676488 x=19.205 y=-3.973 z=40.018
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676490 x=0.007 y=0.016 z=9.826
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676491 x=0.305 y=-0.241 z=0.170
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676493 x=21.300 y=-4.919 z=40.206
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676495 x=0.013 y=-0.000 z=9.798
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676497 x=0.124 y=-0.978 z=0.038
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676499 x=20.016 y=-4.001 z=40.035
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676501 x=0.006 y=0.003 z=9.806
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676504 x=0.387 y=-0.908 z=-0.788
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676539 x=18.537 y=-5.093 z=39.664
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676543 x=0.003 y=0.010 z=9.801
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676545 x=0.892 y=0.166 z=0.258
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676548 x=20.131 y=-4.599 z=40.701
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676551 x=0.009 y=-0.004 z=9.815
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676555 x=-0.002 y=0.335 z=-0.594
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676557 x=19.860 y=-3.825 z=39.306
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676560 x=0.013 y=0.003 z=9.810
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676562 x=-0.885 y=0.024 z=0.467
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676564 x=21.136 y=-5.932 z=39.441
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676567 x=0.007 y=0.004 z=9.823
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676570 x=-0.593 y=-0.240 z=0.406
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676573 x=19.266 y=-4.055 z=40.319
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676574 x=0.018 y=0.006 z=9.812
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676576 x=-0.511 y=0.246 z=-0.402
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676579 x=20.525 y=-4.376 z=39.328
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676580 x=0.011 y=-0.000 z=9.817
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676582 x=-0.115 y=0.260 z=-1.006
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676585 x=19.026 y=-6.891 z=39.818
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676588 x=0.013 y=0.006 z=9.816
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676590 x=0.442 y=-0.214 z=-0.160
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676592 x=19.557 y=-4.210 z=39.230
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676594 x=0.012 y=0.006 z=9.815
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676596 x=0.416 y=-0.140 z=0.605
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676598 x=18.616 y=-3.703 z=40.333
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676602 x=0.014 y=0.009 z=9.815
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676605 x=-0.548 y=-0.135 z=0.240
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676607 x=20.717 y=-5.058 z=40.575
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676609 x=0.003 y=-0.004 z=9.816
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676611 x=0.304 y=-0.617 z=-0.222
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676613 x=19.433 y=-3.997 z=40.647
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676615 x=0.008 y=0.015 z=9.796
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676618 x=-0.428 y=0.450 z=0.143
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676620 x=20.663 y=-5.050 z=40.290
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676622 x=0.013 y=0.004 z=9.790
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676624 x=0.204 y=0.741 z=-0.558
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676625 x=19.354 y=-5.443 z=39.562
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676627 x=0.001 y=0.007 z=9.816
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676629 x=0.088 y=-0.364 z=-0.651
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676631 x=18.898 y=-3.575 z=39.348
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676632 x=0.015 y=-0.001 z=9.802
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676634 x=-0.880 y=0.153 z=0.131
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676637 x=19.343 y=-6.292 z=40.402
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676639 x=0.013 y=0.006 z=9.811
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676640 x=-0.438 y=0.499 z=0.658
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676642 x=19.888 y=-2.982 z=39.698
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676644 x=0.010 y=0.003 z=9.819
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676646 x=0.160 y=-0.489 z=-0.311
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676648 x=19.667 y=-5.530 z=39.401
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676650 x=0.018 y=0.012 z=9.810
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676652 x=-1.190 y=-0.017 z=-0.349
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676655 x=18.661 y=-4.116 z=39.830
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676656 x=0.011 y=0.015 z=9.827
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676658 x=0.005 y=0.494 z=-0.360
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676660 x=21.710 y=-3.618 z=40.331
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676662 x=0.004 y=-0.006 z=9.816
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676664 x=0.121 y=0.155 z=-0.441
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676666 x=20.311 y=-4.599 z=40.487
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676668 x=0.006 y=0.006 z=9.814
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676670 x=0.008 y=0.243 z=0.791
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676672 x=18.444 y=-7.722 z=40.143
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676674 x=0.014 y=0.006 z=9.818
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676676 x=0.126 y=0.405 z=0.727
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676678 x=19.326 y=-5.007 z=41.999
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676680 x=0.007 y=0.002 z=9.811
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676682 x=-0.309 y=0.609 z=-0.174
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676683 x=19.783 y=-4.051 z=41.660
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676686 x=0.015 y=0.007 z=9.788
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676688 x=0.809 y=-0.545 z=0.311
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676690 x=20.597 y=-7.502 z=40.074
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676691 x=0.006 y=0.007 z=9.805
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676694 x=0.258 y=0.548 z=-0.193
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676696 x=19.954 y=-4.870 z=38.113
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676699 x=0.018 y=0.009 z=9.789
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676704 x=-0.051 y=0.255 z=-0.036
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676706 x=21.709 y=-3.132 z=39.647
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676709 x=0.019 y=0.004 z=9.820
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676713 x=-0.626 y=0.822 z=-0.252
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676716 x=20.499 y=-3.807 z=40.103
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676719 x=0.017 y=0.007 z=9.831
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676723 x=-1.193 y=0.084 z=-0.871
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676725 x=18.437 y=-6.319 z=39.098
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676732 x=0.017 y=0.007 z=9.815
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676738 x=-0.562 y=-0.275 z=-0.012
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676741 x=19.897 y=-5.591 z=38.275
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676744 x=0.008 y=0.016 z=9.816
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676746 x=0.799 y=-0.067 z=0.006
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676749 x=18.861 y=-5.380 z=38.266
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676753 x=0.010 y=0.008 z=9.817
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676756 x=-0.671 y=-0.540 z=-0.001
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676758 x=19.384 y=-4.695 z=39.442
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676811 x=0.025 y=0.020 z=9.799
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676814 x=0.339 y=0.171 z=1.054
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676818 x=20.507 y=-4.415 z=40.755
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676821 x=0.018 y=-0.002 z=9.822
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676824 x=-0.060 y=0.107 z=-0.220
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676827 x=22.543 y=-6.571 z=38.201
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676830 x=0.016 y=0.006 z=9.799
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676833 x=0.241 y=0.496 z=-0.296
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676836 x=19.976 y=-5.533 z=40.237
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676839 x=0.009 y=0.005 z=9.815
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676841 x=0.294 y=-0.278 z=0.245
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676844 x=18.648 y=-5.815 z=41.373
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676846 x=0.012 y=0.010 z=9.830
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676848 x=-0.767 y=-0.887 z=0.175
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676850 x=20.532 y=-5.409 z=39.986
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676853 x=0.021 y=0.018 z=9.829
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676855 x=0.198 y=0.507 z=0.151
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676857 x=20.569 y=-6.059 z=39.547
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676858 x=0.019 y=0.004 z=9.809
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676860 x=-0.861 y=-0.273 z=0.016
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676862 x=18.846 y=-5.686 z=41.496
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676864 x=0.013 y=0.002 z=9.803
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676866 x=0.897 y=-0.531 z=-0.898
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676869 x=20.625 y=-6.449 z=39.644
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676871 x=0.018 y=0.002 z=9.809
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676878 x=0.364 y=-0.163 z=0.398
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676883 x=19.291 y=-4.633 z=38.800
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676888 x=0.007 y=0.005 z=9.812
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676891 x=0.166 y=-0.242 z=-0.800
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676894 x=19.942 y=-4.551 z=40.401
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676897 x=0.011 y=-0.001 z=9.828
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676900 x=-0.327 y=-0.675 z=-0.229
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491676904 x=21.526 y=-3.694 z=38.632
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676907 x=0.012 y=0.015 z=9.802
2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491676910 x=0.477 y=-1.023 z=-0.010
