2026-06-03 14:34:51 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0028,0.0037,9.8168'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.5085,-4.3547,40.618'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0026,-0.0057,9.8023'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0195,-0.7972,-0.2258'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.2692,-5.4229,39.454'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.002,0.0053,9.8125'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1858,-0.1507,0.2739'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.9184,-5.8713,39.6971'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0132,-0.0017,9.7994'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7071,-0.1957,0.0762'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2147,-5.8687,41.0454'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0009,0.0034,9.8059'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4814,-0.1315,-0.7345'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5532,-6.0993,38.3104'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0005,0.0048,9.8147'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1065,0.304,0.3669'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4269,-4.2961,39.8111'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0039,-0.0075,9.8089'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4462,1.1764,0.8598'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5821,-5.6974,41.2123'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0017,-0.0011,9.8234'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4111,0.4938,0.4896'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.0946,-4.9752,41.0256'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.005,0.0064,9.8012'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3681,0.2069,0.181'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6887,-6.573,39.0993'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0092,0.0009,9.8149'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5694,0.9604,0.069'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.106,-3.2595,39.6096'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0089,-0.0005,9.8063'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.374,-0.0968,0.0719'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8445,-4.4469,40.9292'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0044,0.0052,9.8132'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4462,-0.8314,0.366'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.6318,-6.6922,38.7603'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0031,0.0138,9.8128'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4655,-0.1041,0.4713'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.7507,-6.772,39.8459'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0062,-0.0035,9.7924'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1973,0.4502,-0.1955'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8074,-5.6135,39.5882'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0011,0.0045,9.8109'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4878,-0.553,0.366'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9797,-5.1619,40.9726'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0111,0.0014,9.8293'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0607,0.2285,0.2406'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6422,-4.8868,40.6682'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.005,0.0077,9.7931'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.8585,0.5009,-0.2411'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4392,-4.675,42.6377'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0053,-0.0027,9.8121'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1779,-0.8035,-0.011'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.2468,-4.3803,39.0834'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0138,0.0075,9.8147'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2418,0.8109,-0.4509'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8439,-4.06,38.3422'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0021,0.0016,9.8002'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6232,-0.0624,-0.6313'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2615,-5.5207,39.9558'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0103,0.0008,9.8231'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3691,0.2736,-0.0128'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3784,-4.2281,40.5267'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0129,0.0039,9.8019'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7871,0.6591,0.0444'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '22.236,-6.3726,39.1012'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0073,0.005,9.8129'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.03,0.2115,0.4319'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0151,-4.473,39.9398'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0072,0.0039,9.834'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5987,-0.4757,1.1634'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2771,-4.7945,39.8692'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0006,-0.0035,9.7951'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.408,-0.8908,0.8431'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6611,-5.3292,41.1579'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.005,-0.0022,9.8053'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.373,0.2456,0.2886'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2286,-5.6913,39.8901'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0065,0.0001,9.8023'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5211,-0.0534,-0.1848'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4049,-5.5198,40.7846'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0174,-0.0012,9.8163'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.317,0.311,0.7609'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7232,-6.3776,41.4789'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0129,0.011,9.8091'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.051,-0.775,0.5449'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5074,-5.7703,39.8949'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0047,0.0081,9.8147'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6726,0.169,0.8221'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.745,-3.3422,38.9611'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0121,0.0112,9.8223'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7412,0.6894,0.2331'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.6861,-6.6638,41.4183'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0144,0.0071,9.8018'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3101,-0.457,-0.7724'
2026-06-03 14:37:30 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5344,-6.4692,38.5875'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0213,0.0054,9.8097'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.8072,-0.3782,0.2993'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1147,-5.6629,40.6371'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.005,0.0008,9.7961'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1132,0.8794,0.1341'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.8361,-5.4777,40.5623'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0102,0.0021,9.8234'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5004,0.1397,0.1976'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.78,-6.566,40.3461'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0194,0.0092,9.8252'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0325,-0.2403,0.5057'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.748,-2.9365,38.6468'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.009,-0.0015,9.8183'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4167,0.3326,-0.6569'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3905,-6.4528,39.7524'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0098,0.0102,9.8109'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1584,-0.3316,-0.0083'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.144,-5.0999,38.9483'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0042,0.0069,9.8114'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1811,0.4541,0.2358'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2549,-3.8667,39.4217'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0076,0.004,9.8033'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2188,-0.6811,-0.46'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7228,-6.4418,39.053'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0141,0.0026,9.8198'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5449,0.1703,-0.9258'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7377,-5.5224,40.9148'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.002,0.0016,9.8007'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1957,0.6199,-0.2572'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8477,-4.1663,42.5624'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0184,-0.0023,9.8188'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0997,-0.4998,-0.4344'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.4196,-6.6623,40.5891'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0028,0.0107,9.8105'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2383,-0.8405,0.7163'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3574,-5.0946,39.9892'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0171,0.0044,9.8059'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5216,0.0587,0.5461'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0251,-6.4864,39.3817'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0143,0.0058,9.8165'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.7656,-0.5922,0.5352'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3349,-5.6178,40.4681'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0188,0.0111,9.8134'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0959,0.0517,-0.1651'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8406,-4.1908,40.954'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0216,0.0134,9.7967'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1498,-0.1477,0.2109'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4441,-4.56,41.2386'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0102,0.0072,9.809'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5084,0.324,-0.1706'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.7893,-4.7256,40.4948'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0115,0.0028,9.8114'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.043,0.4354,-0.6634'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.8391,-5.1589,40.4456'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0047,0.0022,9.8065'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0651,0.0699,0.1967'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7623,-3.5381,39.9401'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.016,0.0081,9.8125'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '1.1124,0.6597,0.8654'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2562,-7.7778,40.6929'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.009,0.006,9.8097'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6192,-0.5185,0.082'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.7728,-7.6354,41.3823'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0138,0.0032,9.8337'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4264,0.055,-0.1629'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4371,-4.1626,39.6716'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0132,0.0054,9.7785'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1669,0.1803,0.086'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9243,-2.7683,40.9189'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0091,0.0078,9.8085'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4292,0.6512,-0.1123'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4548,-5.5606,40.243'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0182,0.002,9.817'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '1.0169,0.4635,-0.3133'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.716,-5.2706,41.0518'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0182,0.0038,9.7971'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.185,1.0561,-0.5263'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7851,-4.2155,40.1074'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0148,0.0076,9.8058'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3943,0.2244,-0.8677'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4031,-6.3835,40.9897'
2026-06-03 14:37:31 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0199,0.009,9.8076'
