2026-06-03 15:00:53 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491653801 x=0.004 y=0.004 z=9.801
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654020 x=19.622 y=-5.652 z=38.368
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654022 x=0.009 y=-0.004 z=9.804
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654024 x=-0.159 y=0.436 z=0.869
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654026 x=19.813 y=-5.388 z=41.893
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654028 x=0.005 y=0.010 z=9.820
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654030 x=0.381 y=0.304 z=0.401
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654032 x=19.863 y=-5.634 z=39.354
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654035 x=0.007 y=0.001 z=9.810
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654037 x=-0.339 y=0.312 z=-0.415
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654039 x=21.900 y=-5.053 z=38.941
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654041 x=0.014 y=-0.003 z=9.808
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654043 x=0.221 y=-0.459 z=0.408
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654044 x=19.505 y=-7.540 z=38.103
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654046 x=-0.000 y=-0.001 z=9.813
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654048 x=-0.065 y=-0.729 z=-0.915
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654050 x=21.046 y=-7.430 z=38.560
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654053 x=0.003 y=0.014 z=9.820
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654054 x=0.339 y=-0.117 z=0.866
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654056 x=18.844 y=-4.531 z=39.903
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654058 x=0.007 y=0.007 z=9.811
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654060 x=-0.199 y=-0.388 z=0.804
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654061 x=20.533 y=-5.367 z=39.700
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654108 x=0.004 y=0.001 z=9.821
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654111 x=0.809 y=0.340 z=-1.028
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654114 x=20.425 y=-4.042 z=38.806
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654118 x=0.001 y=0.004 z=9.814
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654122 x=-0.308 y=-0.917 z=0.350
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654126 x=19.541 y=-6.033 z=39.613
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654130 x=0.008 y=0.012 z=9.813
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654133 x=-0.359 y=-0.264 z=-0.622
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654139 x=19.243 y=-6.053 z=40.619
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654142 x=-0.004 y=0.005 z=9.809
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654146 x=-0.116 y=-0.865 z=-0.489
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654149 x=19.716 y=-4.180 z=40.527
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654154 x=0.007 y=0.009 z=9.820
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654157 x=-0.435 y=-0.016 z=-0.184
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654160 x=17.805 y=-2.281 z=40.738
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654163 x=0.011 y=0.011 z=9.815
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654167 x=0.384 y=-0.213 z=0.435
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654171 x=20.197 y=-7.380 z=39.091
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654175 x=0.012 y=0.009 z=9.817
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654178 x=-0.248 y=1.051 z=0.095
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654181 x=19.592 y=-5.651 z=40.772
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654183 x=-0.001 y=0.003 z=9.816
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654187 x=0.424 y=0.317 z=0.921
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654190 x=20.570 y=-5.059 z=40.409
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654192 x=0.013 y=0.005 z=9.807
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654194 x=-0.180 y=-0.864 z=0.202
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654196 x=19.301 y=-6.945 z=39.601
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654198 x=0.008 y=0.012 z=9.806
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654200 x=-0.312 y=-0.406 z=0.353
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654203 x=18.958 y=-4.884 z=39.409
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654205 x=0.009 y=0.005 z=9.810
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654207 x=-0.397 y=0.976 z=-0.343
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654209 x=21.505 y=-5.576 z=39.529
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654210 x=0.009 y=0.005 z=9.818
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654212 x=-0.709 y=0.056 z=-0.232
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654214 x=19.815 y=-7.763 z=40.353
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654216 x=0.014 y=0.016 z=9.820
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654218 x=0.326 y=-0.627 z=-0.296
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654221 x=19.933 y=-6.327 z=41.480
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654223 x=0.003 y=0.002 z=9.823
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654224 x=0.235 y=-0.474 z=0.150
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654226 x=19.553 y=-4.021 z=41.525
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654228 x=0.002 y=0.010 z=9.809
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654230 x=0.312 y=0.066 z=-0.443
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654231 x=22.347 y=-5.550 z=39.356
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654234 x=0.009 y=0.004 z=9.818
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654237 x=-0.900 y=-0.041 z=-0.249
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654239 x=20.170 y=-3.896 z=40.308
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654241 x=0.010 y=0.003 z=9.807
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654242 x=0.484 y=-0.227 z=0.033
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654244 x=20.331 y=-5.984 z=38.482
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654246 x=0.007 y=0.010 z=9.812
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654248 x=0.251 y=0.150 z=0.448
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654250 x=20.244 y=-4.623 z=40.621
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654253 x=0.016 y=0.004 z=9.820
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654255 x=-0.394 y=-0.809 z=-0.210
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654256 x=19.849 y=-6.172 z=40.053
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654258 x=0.006 y=0.001 z=9.806
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654260 x=-0.619 y=0.392 z=-0.057
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654262 x=20.712 y=-4.455 z=38.676
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654264 x=0.013 y=0.003 z=9.799
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654265 x=-0.366 y=0.923 z=0.308
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654268 x=20.032 y=-5.073 z=40.592
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654270 x=0.015 y=0.008 z=9.799
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654272 x=0.057 y=0.035 z=0.167
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654274 x=20.928 y=-4.754 z=39.591
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654276 x=0.015 y=0.005 z=9.799
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654278 x=-0.089 y=-0.946 z=0.710
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654279 x=19.975 y=-5.376 z=40.140
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654281 x=0.013 y=0.003 z=9.804
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654284 x=0.403 y=0.964 z=-0.105
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654286 x=20.799 y=-5.445 z=39.952
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654288 x=0.009 y=0.010 z=9.808
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654290 x=0.377 y=0.075 z=0.596
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654292 x=20.567 y=-5.584 z=39.510
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654294 x=0.018 y=0.008 z=9.798
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654296 x=-0.518 y=-0.019 z=0.423
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654298 x=19.419 y=-5.515 z=40.372
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654301 x=0.002 y=0.004 z=9.805
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654308 x=-0.218 y=0.251 z=-0.230
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654310 x=19.249 y=-4.469 z=39.563
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654313 x=0.015 y=0.004 z=9.797
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654315 x=0.572 y=0.016 z=0.091
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654317 x=21.023 y=-4.940 z=39.999
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654324 x=0.015 y=0.007 z=9.806
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654328 x=-0.192 y=-0.810 z=-0.820
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654330 x=20.342 y=-5.564 z=39.061
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654333 x=0.014 y=-0.001 z=9.810
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654339 x=0.480 y=-0.444 z=-0.170
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654341 x=20.226 y=-4.658 z=39.756
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654343 x=0.011 y=0.004 z=9.823
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654348 x=-0.476 y=-0.442 z=0.505
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654352 x=19.914 y=-4.257 z=37.592
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654354 x=0.006 y=0.017 z=9.815
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654358 x=1.074 y=-0.092 z=-0.451
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654361 x=20.540 y=-6.451 z=39.692
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654364 x=0.003 y=0.014 z=9.822
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654369 x=-0.168 y=0.306 z=0.103
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654373 x=22.500 y=-5.666 z=40.100
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654377 x=0.015 y=0.004 z=9.799
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654380 x=-0.274 y=-0.281 z=0.395
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654383 x=19.372 y=-5.311 z=39.901
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654386 x=0.009 y=0.007 z=9.806
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654391 x=-0.714 y=-0.082 z=0.466
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654395 x=19.977 y=-4.045 z=39.767
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654398 x=0.014 y=0.008 z=9.813
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654401 x=0.266 y=0.261 z=1.312
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654405 x=21.058 y=-5.874 z=39.789
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654408 x=0.015 y=0.005 z=9.805
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654413 x=0.241 y=-0.519 z=-0.749
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654420 x=19.641 y=-5.278 z=40.579
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654427 x=0.013 y=0.011 z=9.807
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654430 x=-0.681 y=0.251 z=-0.754
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654433 x=21.396 y=-5.647 z=39.650
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654436 x=0.013 y=0.004 z=9.797
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654438 x=0.880 y=0.225 z=-0.067
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654440 x=20.149 y=-4.282 z=41.306
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654443 x=0.010 y=-0.001 z=9.823
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654445 x=0.233 y=1.190 z=1.145
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654447 x=21.142 y=-5.242 z=40.003
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654450 x=0.009 y=0.003 z=9.828
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654452 x=0.032 y=0.147 z=0.550
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491654455 x=20.268 y=-3.943 z=42.016
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491654457 x=0.020 y=0.003 z=9.813
2026-06-03 15:00:54 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491654463 x=-1.298 y=0.942 z=0.143
