2026-06-05 14:02:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0055,-0.0043,9.8239'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0133,0.0137,9.8036'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4911,-0.2904,0.984'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4752,-4.1736,40.8916'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0057,0.0096,9.8064'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3572,-1.3082,-0.1243'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.4682,-6.4527,38.5726'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0176,0.0026,9.824'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6017,-0.0237,-0.0857'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.0777,-3.3373,39.7067'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0135,0.0065,9.8009'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '1.1729,-0.4908,0.0388'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2203,-6.0825,40.9819'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0059,0.0028,9.7951'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0371,1.0979,0.0998'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1634,-4.5209,38.9256'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0238,0.0075,9.8094'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3801,0.3427,-0.1577'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.2153,-5.7043,39.9329'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.021,0.0028,9.8226'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2017,1.0582,0.5104'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2981,-6.5348,39.7301'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0218,0.0082,9.8043'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.528,-0.1459,-0.2359'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.2292,-3.3402,40.7197'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0079,0.0119,9.8198'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0342,-0.2909,-0.5152'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.9366,-4.5808,40.6507'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0206,0.0062,9.8058'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '1.1215,0.3544,0.8067'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9756,-4.8094,39.7192'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0245,0.0032,9.8134'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4986,-0.1665,-0.427'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.7092,-5.6484,40.5266'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.016,0.0048,9.8202'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '1.2527,-0.231,0.0733'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.7253,-5.7576,40.8578'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0189,0.0058,9.8011'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1849,0.5389,0.3648'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2137,-6.5441,39.5923'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0177,0.0103,9.8176'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5574,-0.0996,-0.081'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8372,-4.7973,40.8892'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0255,0.0192,9.7955'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0165,-0.807,0.1068'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.029,-4.8055,38.7141'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0219,0.0105,9.8043'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6079,-0.1707,0.8967'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3527,-6.4679,40.3219'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0133,0.0046,9.813'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4964,-0.3707,-0.3675'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5792,-4.167,40.6249'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0192,0.0125,9.8142'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5799,-0.5989,0.169'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.9509,-5.3393,38.5181'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0237,0.0112,9.8221'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '1.2382,-0.4792,-0.0183'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1586,-4.9968,39.3591'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.029,0.007,9.8299'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3192,-0.1205,-0.0359'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.6706,-6.331,41.8531'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0272,0.0072,9.8028'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1567,0.8638,0.57'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3663,-3.5425,39.4273'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0172,0.01,9.8139'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2525,0.3602,0.5101'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1783,-4.8927,39.8887'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0233,0.0119,9.8106'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2822,0.6652,0.7014'
2026-06-05 14:02:19 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.89,-4.8153,39.4186'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0106,0.0116,9.798'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5849,1.0007,-1.3294'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.9923,-5.031,41.145'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0221,0.0094,9.8032'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2667,-1.0056,0.4414'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4887,-5.3647,40.2054'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0209,0.019,9.8184'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4181,0.3396,-0.4758'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4729,-6.2081,40.1263'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.018,0.0084,9.8029'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2233,-0.8232,0.2747'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.3912,-4.8167,41.4053'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0302,0.0035,9.795'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6934,-0.526,-0.4802'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.1774,-4.0917,41.2167'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0212,0.0094,9.8197'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5359,0.2715,-0.0605'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3245,-2.4622,39.0119'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0111,0.0085,9.8204'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2016,0.9109,0.5482'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2957,-4.9016,39.6236'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0146,0.0092,9.8161'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2201,-0.1796,-0.6132'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3685,-4.3323,39.5615'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.022,0.0018,9.8262'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3656,0.1736,0.2824'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.638,-3.8044,37.9469'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0153,0.0023,9.8148'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.9415,-0.1461,-0.9121'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.0423,-7.8828,41.4692'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0074,-0.0019,9.8077'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0788,0.1095,-0.0923'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.6796,-5.0791,41.0434'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0134,0.0061,9.8067'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2975,-0.6401,0.1246'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.5885,-2.7575,39.3268'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0181,-0.0015,9.808'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5869,0.2428,0.4169'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.6044,-5.7256,40.0338'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0262,-0.002,9.8243'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3496,-0.437,-0.0224'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.9092,-6.2549,40.3779'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0163,0.0,9.8102'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6167,-0.4144,-0.2386'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5213,-5.4748,40.4281'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0125,0.0064,9.8251'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4124,-0.7953,0.0922'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1492,-6.1272,40.5468'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0068,-0.0012,9.8155'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5158,0.1315,-0.4273'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2022,-3.8131,40.2082'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0015,0.0041,9.7904'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3757,-0.523,-0.0714'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8783,-4.985,40.6409'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0078,0.0006,9.8138'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.9805,-0.0196,-0.0678'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.0412,-3.3588,39.9092'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0086,0.0069,9.8172'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1752,0.3341,1.0456'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.888,-5.0809,40.1732'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0044,0.0053,9.8045'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2606,0.2475,-0.4907'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2627,-4.4638,40.3344'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0002,-0.0034,9.8021'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2142,0.0608,-0.0633'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.9664,-6.8336,40.6555'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0093,0.0174,9.8085'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0415,-0.9746,-0.1831'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6075,-4.4521,44.4626'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0034,-0.0012,9.8044'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.8382,0.8635,-0.3822'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7503,-5.1241,38.5242'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.001,0.0025,9.8017'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1699,0.1319,-0.5361'
2026-06-05 14:02:20 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.0334,-4.0328,40.4151'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.004,0.0037,9.8135'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0911,0.4439,-0.3014'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.672,-5.7007,41.2868'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0071,-0.0118,9.8357'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1862,-0.0085,-0.5323'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2095,-4.2215,40.4366'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0006,0.0004,9.793'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2439,0.969,0.236'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0901,-7.1565,39.7023'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0022,0.0008,9.8013'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.7869,-0.5016,-0.3347'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5034,-6.5805,40.436'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0056,0.0006,9.8045'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5723,0.54,0.0019'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.2798,-5.4764,39.606'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0057,0.0002,9.8062'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3968,-0.2876,-0.7797'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.666,-5.5981,40.0892'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0002,-0.0023,9.822'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5985,-1.6173,-0.8153'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.558,-4.8527,39.9116'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0118,-0.0012,9.814'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.27,0.2563,0.7409'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8828,-5.5283,40.1705'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0121,-0.0004,9.8088'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.296,0.4718,1.017'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.908,-5.5946,39.7275'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0038,-0.0107,9.8264'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0134,0.116,-0.5516'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2572,-3.9496,38.8008'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0048,-0.0064,9.7926'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2697,0.1245,-0.7976'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8729,-5.5528,40.7276'
2026-06-05 14:02:21 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0087,0.0005,9.8153'
