2026-06-04 14:50:15 | INFO     | biot.__main__ | Starting uvicorn on 0.0.0.0:8001
2026-06-04 14:50:39 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577439980 x=-0.356 y=0.229 z=0.326
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577439995 x=19.763 y=-5.120 z=40.190
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440006 x=0.003 y=0.011 z=9.804
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440028 x=-0.143 y=0.402 z=-0.629
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440035 x=20.143 y=-5.607 z=40.577
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440040 x=0.001 y=-0.002 z=9.791
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440049 x=0.609 y=-0.073 z=-0.320
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440054 x=20.998 y=-4.677 z=40.917
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440059 x=0.007 y=-0.002 z=9.799
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440067 x=0.196 y=0.186 z=1.198
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440071 x=20.425 y=-6.601 z=38.511
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440074 x=0.002 y=0.005 z=9.813
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440082 x=0.036 y=0.631 z=-0.181
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440087 x=18.483 y=-6.295 z=40.866
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440090 x=0.004 y=0.003 z=9.808
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440098 x=-0.639 y=0.116 z=-0.565
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440103 x=20.707 y=-4.258 z=40.507
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440106 x=0.006 y=0.005 z=9.802
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440114 x=0.737 y=0.174 z=0.118
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440119 x=19.537 y=-5.692 z=38.263
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440123 x=0.001 y=-0.005 z=9.798
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440131 x=-0.376 y=-0.169 z=-0.021
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440135 x=20.843 y=-2.359 z=41.788
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440148 x=-0.001 y=0.005 z=9.812
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440159 x=0.358 y=-0.219 z=0.444
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440163 x=20.122 y=-4.373 z=40.602
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440173 x=0.003 y=0.009 z=9.813
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440187 x=0.010 y=-0.594 z=0.636
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440193 x=19.184 y=-6.405 z=40.476
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440202 x=0.013 y=0.004 z=9.814
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440218 x=-0.493 y=0.417 z=-0.102
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440225 x=19.138 y=-5.077 z=39.397
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440231 x=-0.001 y=0.004 z=9.813
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440242 x=0.056 y=-0.054 z=0.055
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440248 x=20.867 y=-5.107 z=39.743
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440253 x=0.015 y=0.001 z=9.814
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440261 x=0.439 y=-0.118 z=0.556
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440266 x=21.245 y=-5.001 z=40.865
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440276 x=0.017 y=-0.008 z=9.806
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440287 x=-0.542 y=0.012 z=0.568
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440291 x=19.757 y=-5.343 z=41.243
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440301 x=0.011 y=0.009 z=9.829
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440311 x=-0.381 y=-0.118 z=0.699
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440316 x=21.296 y=-5.371 z=39.308
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440325 x=0.009 y=0.002 z=9.806
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440334 x=-0.645 y=0.180 z=-0.319
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440338 x=20.838 y=-4.863 z=42.490
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440351 x=0.005 y=0.001 z=9.816
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440365 x=0.059 y=-0.384 z=0.023
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440372 x=20.103 y=-3.339 z=39.777
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440376 x=0.016 y=-0.003 z=9.803
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440386 x=0.585 y=-0.266 z=0.062
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440392 x=20.632 y=-5.328 z=40.367
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440403 x=0.013 y=0.004 z=9.814
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440418 x=0.229 y=0.816 z=0.079
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440425 x=20.023 y=-5.122 z=39.974
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440431 x=0.013 y=0.005 z=9.812
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440441 x=-0.202 y=-0.034 z=0.342
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440446 x=19.090 y=-2.609 z=40.719
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440453 x=0.005 y=0.002 z=9.819
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440465 x=0.170 y=-0.193 z=0.473
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440471 x=18.748 y=-5.312 z=38.709
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440478 x=0.016 y=0.011 z=9.821
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440487 x=-0.142 y=-0.330 z=-0.034
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440491 x=20.771 y=-6.252 z=39.825
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440505 x=0.010 y=0.002 z=9.810
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440518 x=0.080 y=-1.214 z=-0.598
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440523 x=20.456 y=-3.907 z=39.439
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440529 x=0.011 y=-0.002 z=9.821
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440540 x=0.606 y=0.617 z=0.332
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440546 x=18.725 y=-4.557 z=39.792
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440554 x=0.010 y=0.010 z=9.810
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440565 x=-0.208 y=0.468 z=0.247
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440572 x=19.548 y=-5.074 z=41.390
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440579 x=0.016 y=0.004 z=9.801
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440590 x=-0.178 y=0.279 z=-0.128
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440596 x=20.174 y=-4.440 z=37.773
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440606 x=0.012 y=0.003 z=9.790
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440621 x=0.448 y=0.133 z=-0.068
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440627 x=19.641 y=-5.255 z=38.518
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440632 x=0.017 y=0.009 z=9.809
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440643 x=0.129 y=0.606 z=0.455
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440650 x=19.348 y=-5.354 z=42.103
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440655 x=0.018 y=-0.007 z=9.807
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440664 x=0.224 y=0.934 z=-0.397
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440668 x=19.542 y=-4.691 z=40.932
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440681 x=0.020 y=0.010 z=9.834
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440691 x=0.636 y=-0.084 z=-0.546
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440696 x=21.413 y=-4.979 z=38.667
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440709 x=0.013 y=0.013 z=9.817
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440725 x=-0.184 y=-0.188 z=0.521
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440732 x=19.540 y=-5.111 z=40.383
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440738 x=0.017 y=0.019 z=9.830
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440747 x=0.229 y=0.066 z=-0.433
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440752 x=20.669 y=-3.561 z=40.096
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440758 x=0.022 y=0.003 z=9.796
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440770 x=-0.438 y=-0.257 z=-0.338
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440775 x=21.381 y=-4.905 z=40.770
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440783 x=0.019 y=0.002 z=9.794
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440795 x=0.618 y=-0.823 z=-0.400
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440802 x=21.446 y=-3.735 z=38.572
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440808 x=0.025 y=0.012 z=9.824
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440820 x=0.116 y=-0.427 z=-0.261
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440828 x=21.046 y=-5.990 z=38.100
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440833 x=0.020 y=0.010 z=9.810
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440841 x=0.307 y=0.352 z=-0.342
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440846 x=18.630 y=-4.739 z=39.990
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440859 x=0.013 y=0.002 z=9.801
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440867 x=-0.514 y=0.192 z=-0.103
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440872 x=20.781 y=-3.485 z=40.736
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440885 x=0.022 y=0.006 z=9.812
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440897 x=-0.029 y=-0.174 z=-0.333
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440901 x=19.456 y=-5.889 z=40.971
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440910 x=0.013 y=-0.000 z=9.814
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440919 x=-0.365 y=0.666 z=-0.324
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440923 x=21.690 y=-5.519 z=40.427
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440935 x=0.017 y=0.015 z=9.810
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440950 x=-0.214 y=-0.022 z=0.218
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440957 x=21.346 y=-7.026 z=39.838
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440962 x=0.019 y=0.009 z=9.807
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577440975 x=-0.403 y=0.531 z=-0.462
2026-06-04 14:50:40 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577440980 x=19.360 y=-4.859 z=40.257
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577440985 x=0.016 y=0.002 z=9.786
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441010 x=-0.082 y=0.058 z=-0.775
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441018 x=20.385 y=-5.794 z=39.064
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441022 x=0.019 y=0.016 z=9.795
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441032 x=-0.654 y=-0.307 z=-0.734
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441038 x=18.927 y=-5.507 z=39.133
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441041 x=0.018 y=0.006 z=9.818
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441050 x=0.395 y=-0.965 z=0.588
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441054 x=20.894 y=-4.622 z=40.192
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441062 x=0.028 y=0.007 z=9.789
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441073 x=0.408 y=-0.027 z=-0.579
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441080 x=21.000 y=-6.610 z=39.827
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441088 x=0.027 y=0.009 z=9.822
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441102 x=-0.894 y=-0.150 z=0.452
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441108 x=21.220 y=-5.096 z=41.169
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441113 x=0.023 y=0.014 z=9.812
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441124 x=-0.021 y=-0.434 z=0.796
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441130 x=19.141 y=-5.297 z=40.513
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441139 x=0.024 y=0.009 z=9.810
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441153 x=-0.094 y=0.025 z=-0.263
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441159 x=19.096 y=-3.647 z=39.337
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441164 x=0.017 y=0.008 z=9.810
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441172 x=0.191 y=-0.027 z=-0.073
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441176 x=18.186 y=-5.445 z=41.101
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441190 x=0.026 y=0.017 z=9.802
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441200 x=0.326 y=-0.058 z=-0.349
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441205 x=22.195 y=-5.912 z=40.337
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441217 x=0.026 y=0.008 z=9.803
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441231 x=-0.173 y=-0.682 z=-0.585
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441237 x=18.779 y=-4.097 z=41.948
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441241 x=0.018 y=0.005 z=9.813
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441250 x=-0.024 y=0.210 z=-0.079
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441257 x=19.456 y=-3.478 z=39.734
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441266 x=0.029 y=0.015 z=9.779
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441276 x=0.399 y=0.185 z=-0.382
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441281 x=19.522 y=-4.503 z=40.643
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441291 x=0.018 y=0.006 z=9.818
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441304 x=0.431 y=-0.606 z=-0.028
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441310 x=20.277 y=-3.902 z=39.545
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441317 x=0.017 y=0.018 z=9.814
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441329 x=0.596 y=-0.158 z=-0.192
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441333 x=19.534 y=-4.927 z=40.936
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441342 x=0.013 y=0.004 z=9.810
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441357 x=-0.454 y=-0.268 z=0.154
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441362 x=19.346 y=-3.320 z=39.858
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441367 x=0.023 y=0.010 z=9.797
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441379 x=-0.520 y=-0.832 z=0.046
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441385 x=21.373 y=-4.429 z=39.636
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441393 x=0.017 y=0.006 z=9.794
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441403 x=0.260 y=0.068 z=0.666
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441408 x=20.150 y=-3.866 z=39.283
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441419 x=0.014 y=0.011 z=9.821
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441429 x=-0.000 y=-0.796 z=0.007
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441434 x=19.688 y=-4.834 z=40.342
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441443 x=0.022 y=0.010 z=9.809
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441456 x=-0.953 y=0.160 z=-0.057
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441463 x=20.513 y=-4.717 z=39.137
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441469 x=0.019 y=0.013 z=9.821
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780577441481 x=0.013 y=0.660 z=-0.463
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780577441487 x=18.930 y=-3.510 z=40.096
2026-06-04 14:50:41 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780577441494 x=0.006 y=0.021 z=9.800
