2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0011,-0.0038,9.8037'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.871,-5.8555,39.8903'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0036,0.0058,9.8104'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1155,0.431,-0.225'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3218,-3.2023,40.0949'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0011,0.0013,9.8094'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3618,0.0178,0.5132'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4358,-4.201,40.3715'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0015,0.0039,9.8087'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3849,0.3669,-0.057'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2636,-4.6854,39.7524'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0073,-0.0086,9.8209'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2876,-0.382,0.7286'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1758,-6.5904,39.8664'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0043,0.0118,9.8119'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0837,-0.5473,0.3618'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8837,-6.0551,41.8899'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0074,0.0021,9.8029'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4436,-0.1099,-0.6297'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3656,-5.2312,40.6373'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.013,0.0025,9.8164'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0358,0.3817,-0.2373'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8239,-6.1645,41.798'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0054,0.0072,9.8162'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1055,0.3691,-1.0497'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6998,-4.3856,38.1355'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0025,-0.0005,9.819'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3776,0.3834,0.2597'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2154,-5.3906,38.3687'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0044,0.0045,9.8073'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.598,0.1719,-1.2772'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.8289,-5.6227,39.2274'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0098,0.0081,9.8043'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3849,0.6836,-0.1241'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.0886,-4.4176,40.1602'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0068,0.0128,9.7948'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.276,0.5616,-0.6664'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5785,-5.6936,40.4053'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0053,0.0084,9.805'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4742,-0.0166,0.0185'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.5058,-6.5922,39.6448'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0095,0.0146,9.8134'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0754,0.5181,-0.6913'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.775,-5.1172,39.5847'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0094,-0.0017,9.8124'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5727,-0.303,-0.0602'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.7574,-7.9508,41.5046'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.004,0.0082,9.8118'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3176,0.2543,0.0057'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.6606,-6.4303,40.999'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0068,0.0069,9.807'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0838,-0.1243,-0.9784'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0072,-5.5588,40.645'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0079,0.0062,9.8193'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7955,-0.1868,-0.2011'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.9372,-4.1522,41.6415'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0003,0.0013,9.8078'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2413,0.4967,0.1235'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0709,-6.9432,39.8307'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0149,0.0058,9.8224'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-1.1981,0.2512,-0.3192'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.546,-5.4098,39.2289'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0036,0.0051,9.8167'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-1.6406,-0.1764,-0.0477'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1902,-4.8175,40.9142'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0123,0.0063,9.8088'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.8171,0.5117,0.0292'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8914,-5.6152,39.2701'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0039,0.0063,9.823'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6944,-0.5381,-0.4472'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0123,-5.2144,40.9427'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0046,0.0023,9.819'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5345,0.4568,0.8008'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1531,-5.7238,39.5747'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0101,-0.0008,9.8106'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2798,-0.4914,0.8347'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1301,-4.3574,41.733'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0003,0.0186,9.8297'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.9626,-0.2766,0.0037'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.1148,-5.3719,39.7743'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0093,0.0119,9.8029'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3198,-0.4046,-0.4964'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6537,-3.6059,40.4556'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0078,-0.0049,9.8108'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2498,-1.2999,-0.5903'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4008,-6.0228,41.2131'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0129,0.0051,9.8282'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4383,-0.4368,0.367'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2032,-5.2668,40.2284'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0135,0.0048,9.8117'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6944,0.1445,0.1295'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7761,-4.0658,41.0363'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0107,0.0038,9.8102'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2214,0.0027,0.1998'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.0583,-4.9871,39.1915'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0192,0.0036,9.8208'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1863,0.2337,-0.2935'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.889,-5.7443,41.4604'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0062,0.0066,9.8122'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3599,0.6733,-0.3144'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4687,-3.1916,38.2432'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0189,0.0066,9.793'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2178,0.6472,0.235'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.7534,-5.6785,39.696'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0076,0.0022,9.7972'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3021,-0.1846,-0.4826'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.1971,-5.6223,38.443'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0078,0.0045,9.8002'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7423,0.236,-0.0638'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9784,-5.2645,40.2398'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0107,0.0123,9.8073'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2709,1.0794,0.3238'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5375,-6.6817,40.4466'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0078,0.0097,9.8114'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4377,0.3108,-0.2666'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.1336,-4.8389,39.6197'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0112,0.005,9.8087'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2178,0.2009,-0.0624'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8955,-4.332,39.4729'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0141,0.0123,9.7963'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0043,0.2021,-0.0743'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.369,-4.5973,39.9942'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0091,0.0043,9.8077'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0794,0.348,1.1001'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.685,-5.1929,39.9567'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0202,0.0075,9.8283'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2647,-0.9907,-0.0901'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6223,-5.5255,39.1392'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0172,-0.0022,9.8045'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3407,-0.3143,0.4754'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.094,-4.2007,40.8882'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0119,0.0021,9.8071'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7583,0.6772,0.7477'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.7286,-5.7776,42.2321'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0179,0.0057,9.8111'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-1.076,-0.3609,0.3821'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.8203,-5.4367,40.2004'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0096,0.0126,9.8009'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6877,0.3686,-0.099'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7977,-4.6249,39.5302'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0187,0.0013,9.8242'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4918,0.098,-0.1544'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4106,-5.9082,38.7088'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0199,0.008,9.8069'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0742,0.1555,-0.2243'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.504,-5.3501,39.1308'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0159,-0.0017,9.8213'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1587,-0.2452,-0.1963'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.526,-5.1955,39.3688'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0223,0.0057,9.8038'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3338,-1.0287,-0.0834'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1747,-4.7237,37.3915'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0149,0.0015,9.8159'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4015,-0.0632,-0.2955'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2116,-5.5859,39.1314'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0147,0.0056,9.8221'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5781,-0.0625,0.8733'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.995,-4.5733,40.5718'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0194,0.005,9.8001'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2225,-0.8231,-0.0753'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.8569,-4.9797,40.5493'
2026-06-04 14:19:03 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0096,0.0206,9.8077'
