2026-06-04 14:50:39 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0026,-0.0054,9.8212'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.17,-0.1931,0.4732'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.748,-5.3122,38.7088'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.016,0.0111,9.821'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1423,-0.33,-0.034'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.771,-6.2517,39.8248'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0096,0.0021,9.8105'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0798,-1.2145,-0.5976'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4558,-3.9072,39.4392'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0105,-0.002,9.8206'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6058,0.6173,0.3323'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.7247,-4.5574,39.792'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0099,0.0102,9.8099'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2081,0.4684,0.2471'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.548,-5.0742,41.3902'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0161,0.0041,9.801'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1779,0.2786,-0.1281'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1737,-4.4402,37.7729'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0119,0.0031,9.7903'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4475,0.1334,-0.0676'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6406,-5.2554,38.5184'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0171,0.0085,9.8086'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1291,0.6057,0.4549'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3477,-5.3542,42.1032'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0181,-0.0072,9.8075'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2238,0.9344,-0.3967'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5416,-4.6909,40.9318'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.02,0.0104,9.8339'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6364,-0.0835,-0.5464'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.4132,-4.9787,38.6675'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0134,0.0133,9.8174'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1845,-0.1878,0.521'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5398,-5.1111,40.3828'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0174,0.0186,9.8299'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2286,0.0657,-0.4335'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.669,-3.5613,40.0963'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.022,0.0034,9.7965'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4381,-0.2573,-0.3379'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3814,-4.9047,40.7703'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.019,0.0022,9.7945'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6181,-0.823,-0.3995'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.4457,-3.735,38.5721'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0246,0.0123,9.8239'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1164,-0.4269,-0.261'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.0456,-5.9903,38.0999'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0202,0.0097,9.8098'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3067,0.3525,-0.3423'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.6304,-4.7389,39.9904'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0132,0.0016,9.8013'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5144,0.1921,-0.103'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.7809,-3.4853,40.7362'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0224,0.006,9.8122'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.029,-0.1739,-0.3329'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4564,-5.8888,40.9711'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0133,-0.0002,9.8139'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3648,0.6664,-0.3235'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.6899,-5.5193,40.4273'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0169,0.0148,9.81'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2137,-0.0218,0.218'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3464,-7.0259,39.8381'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0195,0.0087,9.8071'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4032,0.5307,-0.4618'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3601,-4.8594,40.2566'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0161,0.0022,9.7855'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0821,0.0584,-0.7754'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3851,-5.7938,39.064'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0188,0.0161,9.7946'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6543,-0.3071,-0.7335'
2026-06-04 14:50:40 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.9273,-5.5066,39.1326'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0185,0.0057,9.8183'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.395,-0.9645,0.5884'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8944,-4.6225,40.1917'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.028,0.007,9.7892'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4079,-0.0266,-0.5787'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.9998,-6.61,39.8265'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0273,0.0086,9.822'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.8943,-0.1501,0.452'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.2201,-5.0965,41.1686'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0228,0.014,9.812'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0208,-0.4338,0.7963'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1409,-5.297,40.5129'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0241,0.0094,9.8102'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0936,0.0245,-0.2629'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.0955,-3.6473,39.3366'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0173,0.0083,9.8103'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1905,-0.027,-0.073'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.1863,-5.4453,41.1009'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0263,0.0167,9.8024'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3261,-0.058,-0.349'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '22.1947,-5.9124,40.3365'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0258,0.0079,9.8026'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1729,-0.6822,-0.5851'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.7785,-4.0972,41.948'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0182,0.005,9.8135'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0237,0.2101,-0.079'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.4559,-3.4779,39.734'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0291,0.0151,9.7788'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3993,0.1855,-0.3819'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.522,-4.5034,40.6433'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0181,0.0057,9.818'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4306,-0.606,-0.0281'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2773,-3.902,39.545'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0173,0.0182,9.8143'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.596,-0.1575,-0.1922'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5336,-4.9268,40.9362'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0135,0.0042,9.8097'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4539,-0.2679,0.1537'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3462,-3.3203,39.8581'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0227,0.0099,9.7971'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5204,-0.8321,0.0458'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3726,-4.4295,39.6359'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0168,0.0064,9.7939'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2599,0.0682,0.6658'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1498,-3.8659,39.2832'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0141,0.0109,9.8213'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0003,-0.7959,0.0071'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6879,-4.8342,40.3418'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0224,0.0096,9.8092'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.9526,0.1596,-0.0571'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5127,-4.7173,39.137'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0189,0.0133,9.8213'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0128,0.6597,-0.4632'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.9301,-3.5098,40.0956'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.006,0.0207,9.7995'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5146,0.3208,-0.1425'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.6217,-4.6627,39.6566'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0135,0.0192,9.8064'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.9082,-1.3577,0.0966'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3256,-5.8902,41.8714'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.011,0.0093,9.8067'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5221,-0.624,0.0078'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.8852,-4.7459,40.6188'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0203,0.0084,9.7998'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.9065,0.6908,-0.238'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4038,-3.4121,41.6686'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0201,0.012,9.8004'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.9621,0.1767,0.396'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.6928,-2.7555,39.5877'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.007,0.0127,9.817'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-1.2497,-0.7981,-0.346'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.1875,-4.0452,39.9413'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0182,-0.0001,9.8081'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3986,0.5562,-0.3249'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.2151,-5.9908,39.5872'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0261,0.0111,9.8245'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.096,-0.2379,0.3749'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8833,-3.8933,39.299'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0088,0.004,9.8086'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.135,-0.2525,0.0521'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5398,-3.3394,40.3238'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0166,0.0035,9.8098'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '1.186,0.3271,-0.7132'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1311,-4.9032,39.7886'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0202,0.0091,9.83'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4871,0.0011,0.7074'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5819,-5.862,39.387'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0024,-0.001,9.8006'
2026-06-04 14:50:41 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.7352,0.4475,0.349'
